,online_order,book_table,rate,votes,rest_type,cuisines,cost,menu_item,type,city
44489,1,0,3.8,43,40,1449,200.0,8778,3,26
44490,1,0,3.6,99,19,724,500.0,8778,3,26
44491,0,0,3.9,57,78,1153,600.0,8778,3,26
44492,1,0,3.8,75,40,1153,350.0,8778,3,26
44493,1,0,3.700448817952717,0,90,1699,200.0,8778,3,26
44494,0,0,3.3,16,92,1153,300.0,8778,3,26
44495,0,0,3.700448817952717,0,0,254,200.0,8778,3,26
44496,0,0,3.700448817952717,0,40,1450,400.0,8778,3,26
44497,0,0,3.700448817952717,0,88,1686,400.0,8778,3,26
44498,0,0,3.3,7,40,1153,100.0,8778,3,26
44499,0,0,3.5,49,90,1694,250.0,8778,3,26
44500,0,0,3.8,46,3,263,200.0,8778,3,26
44501,0,0,3.7,39,16,341,400.0,8778,3,26
44502,0,0,4.3,236,40,1153,500.0,8778,3,26
44503,1,0,4.4,406,40,1449,400.0,8778,3,26
44504,1,0,4.2,290,23,1169,700.0,8778,3,26
44505,0,0,3.9,108,40,1178,250.0,8778,3,26
44506,0,0,3.9,133,0,273,250.0,8778,3,26
44507,1,0,3.8,72,42,342,150.0,8778,3,26
44508,1,0,4.0,28,0,263,500.0,8778,3,26
44509,1,0,3.4,10,40,1179,300.0,8778,3,26
44510,1,0,4.0,25,40,1449,200.0,8778,3,26
44511,0,0,3.5,10,40,1153,100.0,8778,3,26
44512,1,0,3.7,4,92,254,200.0,8778,3,26
44513,0,0,3.8,28,88,1699,300.0,8778,3,26
44514,1,0,4.1,197,40,1159,300.0,8778,3,26
44515,0,0,3.5,8,3,1153,150.0,8778,3,26
44516,0,0,3.3,5,88,1692,300.0,8778,3,26
44517,0,0,3.7,12,44,1153,100.0,8778,3,26
44518,0,0,3.9,46,53,1178,150.0,8778,3,26
44519,0,0,3.700448817952717,0,0,254,300.0,8778,3,26
44520,1,0,3.7,31,40,254,150.0,8778,3,26
44521,1,0,3.7,27,88,1686,250.0,8778,3,26
44522,0,0,3.4,4,88,1686,150.0,8778,3,26
44523,1,0,3.3,4,40,1449,250.0,8778,3,26
44524,0,0,3.5,7,19,557,1000.0,8778,3,26
44525,1,0,3.6,17,40,1153,400.0,8778,3,26
44526,0,0,3.700448817952717,0,88,1686,250.0,8778,3,26
44527,0,0,3.700448817952717,0,19,557,300.0,8778,3,26
44528,0,0,3.700448817952717,0,40,1449,250.0,8778,3,26
44529,0,0,3.700448817952717,0,0,263,500.0,8778,3,26
44530,1,0,3.3,10,41,1155,250.0,8778,3,26
44531,0,0,3.8,16,53,1225,400.0,8778,3,26
44532,0,0,4.1,81,40,1442,100.0,8778,3,26
44533,0,0,3.5,12,40,1153,150.0,8778,3,26
44534,0,0,3.4,9,90,1699,150.0,8778,3,26
44535,0,0,4.1,96,53,339,250.0,8778,3,26
44536,0,0,3.8,51,40,1443,200.0,8778,3,26
44537,0,0,3.4,17,40,1153,400.0,8778,3,26
44538,0,0,3.700448817952717,0,14,339,150.0,8778,3,26
44539,0,0,3.700448817952717,0,0,254,150.0,8778,3,26
44540,1,0,3.9,131,53,264,450.0,8778,3,26
44541,1,0,3.9,360,53,1153,300.0,8778,3,26
44542,1,0,4.1,143,40,1449,400.0,8778,3,26
44543,0,1,4.3,1103,10,1360,1650.0,8778,4,26
44544,1,1,4.6,2423,28,1098,1100.0,8778,4,26
44545,0,1,4.5,1284,27,2010,1600.0,8778,4,26
44546,1,0,3.9,74,27,2436,500.0,8778,4,26
44547,0,0,4.3,690,27,2381,400.0,8778,4,26
44548,0,0,4.3,818,27,1967,600.0,8778,4,26
44549,0,1,4.3,858,27,2241,800.0,8778,4,26
44550,1,0,4.1,568,27,1731,700.0,8778,4,26
44551,0,1,4.0,617,50,2182,1800.0,8778,4,26
44552,1,0,3.8,591,27,95,700.0,8778,4,26
44553,1,0,4.0,633,27,2113,750.0,8778,4,26
44554,1,1,3.9,676,27,1976,900.0,8778,4,26
44555,1,1,4.1,428,27,2367,1100.0,8778,4,26
44556,1,0,3.8,335,27,2492,450.0,8778,4,26
44557,0,0,4.0,930,28,65,800.0,8778,4,26
44558,0,0,3.7,103,28,83,900.0,8778,4,26
44559,1,0,3.9,320,27,79,800.0,8778,4,26
44560,0,1,3.9,620,27,1872,1000.0,8778,4,26
44561,1,0,4.1,502,27,1834,600.0,8778,4,26
44562,1,0,3.8,149,27,792,700.0,8778,4,26
44563,0,0,3.5,73,78,2410,400.0,8778,4,26
44564,0,1,4.0,137,27,1187,700.0,8778,4,26
44565,0,0,3.7,81,27,2152,600.0,8778,4,26
44566,1,0,3.1,94,78,1647,350.0,8778,4,26
44567,1,0,3.3,44,27,961,650.0,8778,4,26
44568,0,0,3.0,28,78,1649,450.0,8778,4,26
44569,0,0,3.4,10,8,2182,1800.0,8778,4,26
44570,0,0,3.7,18,27,1761,750.0,8778,4,26
44571,1,0,2.3,180,27,1962,500.0,8778,4,26
44572,1,0,3.8,27,27,2381,500.0,8778,4,26
44573,1,0,3.8,20,78,2375,400.0,8778,4,26
44574,1,1,3.7,57,27,2370,900.0,8778,4,26
44575,0,0,3.2,97,31,2152,1000.0,8778,4,26
44576,0,0,3.700448817952717,0,27,880,650.0,8778,4,26
44577,0,0,3.700448817952717,0,78,1761,400.0,8778,4,26
44578,1,0,3.7,349,27,2088,600.0,8778,4,26
44579,0,0,3.700448817952717,0,78,2421,250.0,8778,4,26
44580,0,0,3.700448817952717,0,78,1644,400.0,8778,4,26
44581,1,0,3.3,4,27,917,450.0,8778,4,26
44582,1,0,3.3,10,27,2474,600.0,8778,4,26
44583,1,0,3.700448817952717,0,59,841,150.0,8778,4,26
44584,0,0,3.700448817952717,0,78,2474,400.0,8778,4,26
44585,0,0,3.700448817952717,0,78,2392,300.0,8778,4,26
44586,1,0,3.4,590,27,96,600.0,8778,4,26
44587,0,0,3.5,15,27,110,700.0,8778,4,26
44588,0,0,3.7,31,27,2012,500.0,8778,4,26
44589,0,0,3.4,7,27,1834,700.0,8778,4,26
44590,0,0,3.3,5,27,1857,550.0,8778,4,26
44591,0,0,3.3,5,78,2410,300.0,8778,4,26
44592,0,0,3.2,4,78,1746,400.0,8778,4,26
44593,0,0,3.2,4,27,1834,1000.0,8778,4,26
44594,0,0,3.4,8,28,2152,800.0,8778,4,26
44595,0,0,3.6,21,78,2474,300.0,8778,4,26
44596,0,0,3.3,6,78,2381,400.0,8778,4,26
44597,0,0,4.0,84,28,1666,1200.0,8778,4,26
44598,1,0,2.9,96,27,2491,400.0,8778,4,26
44599,0,0,3.1,9,27,2071,550.0,8778,4,26
44600,1,0,3.7,75,27,950,850.0,8778,4,26
44601,0,0,4.3,332,78,2392,300.0,8778,4,26
44602,1,0,3.8,216,78,443,400.0,8778,4,26
44603,0,0,3.2,10,78,2381,300.0,8778,4,26
44604,0,0,3.3,6,78,1658,400.0,8778,4,26
44605,1,0,3.7,18,78,1273,200.0,8778,4,26
44606,1,0,3.9,32,78,2026,800.0,8778,4,26
44607,1,0,3.5,101,78,2489,400.0,900,4,26
44608,1,0,3.9,392,78,2252,400.0,8778,4,26
44609,1,0,3.6,6,78,2489,200.0,8778,4,26
44610,1,0,3.8,74,78,1908,350.0,8778,4,26
44611,1,0,3.9,98,78,2381,300.0,1854,4,26
44612,0,0,3.8,102,78,388,350.0,8778,4,26
44613,1,0,3.7,297,78,443,400.0,8778,4,26
44614,1,0,3.9,63,78,1761,350.0,8778,4,26
44615,1,0,3.9,266,53,536,600.0,8778,4,26
44616,1,0,4.0,397,78,1761,450.0,8778,4,26
44617,1,0,3.4,11,78,1467,300.0,8778,4,26
44618,1,0,3.0,89,78,1338,200.0,8778,4,26
44619,0,0,3.5,46,78,388,300.0,8778,4,26
44620,0,0,3.6,21,78,792,200.0,8778,4,26
44621,0,0,3.0,75,78,2417,300.0,8778,4,26
44622,0,0,3.4,9,78,2488,400.0,8778,4,26
44623,0,0,3.1,38,78,429,350.0,8778,4,26
44624,0,0,3.3,4,78,2152,300.0,8778,4,26
44625,0,0,3.3,5,78,404,200.0,8778,4,26
44626,1,0,3.0,89,78,1338,200.0,8778,4,26
44627,1,0,3.8,99,78,1215,300.0,8778,4,26
44628,0,0,3.6,4,78,379,200.0,8778,4,26
44629,1,0,3.4,9,78,2381,350.0,8778,4,26
44630,1,0,3.5,162,78,429,400.0,8778,4,26
44631,1,0,3.6,10,78,2392,400.0,8778,4,26
44632,1,0,3.5,10,78,848,300.0,8778,4,26
44633,1,0,4.1,89,78,498,400.0,8778,4,26
44634,1,0,3.9,43,78,2424,300.0,170,4,26
44635,1,0,3.6,30,78,1834,350.0,8778,4,26
44636,0,0,3.3,8,78,2489,250.0,8778,4,26
44637,0,0,3.3,7,78,2537,150.0,8778,4,26
44638,0,0,3.6,68,78,2469,450.0,8778,4,26
44639,1,0,3.8,18,78,1273,250.0,8778,4,26
44640,0,0,3.5,36,78,2381,300.0,8778,4,26
44641,1,0,3.2,71,78,1225,400.0,8778,4,26
44642,0,0,3.700448817952717,0,78,2381,300.0,8778,4,26
44643,0,0,3.700448817952717,0,78,2381,300.0,8778,4,26
44644,0,0,3.4,61,78,1215,150.0,8778,4,26
44645,0,0,3.700448817952717,0,78,2381,350.0,8778,4,26
44646,0,0,3.700448817952717,0,78,939,300.0,8778,4,26
44647,1,0,3.700448817952717,0,78,1215,200.0,8778,4,26
44648,1,0,3.2,27,53,2421,450.0,8778,4,26
44649,1,0,3.3,4,78,2392,400.0,8778,4,26
44650,1,0,2.8,9,53,2287,250.0,8778,4,26
44651,0,0,3.5,37,78,388,300.0,8778,4,26
44652,0,0,3.3,5,78,2381,300.0,8778,4,26
44653,1,0,3.2,4,78,1215,200.0,8778,4,26
44654,0,0,3.700448817952717,0,78,2381,100.0,8778,4,26
44655,0,0,3.700448817952717,0,78,2381,150.0,8778,4,26
44656,0,0,3.700448817952717,0,78,443,300.0,8778,4,26
44657,0,0,3.700448817952717,0,78,1552,200.0,8778,4,26
44658,0,0,3.700448817952717,0,78,502,300.0,8778,4,26
44659,0,0,3.700448817952717,0,78,502,200.0,8778,4,26
44660,0,0,3.700448817952717,0,78,388,250.0,8778,4,26
44661,0,0,3.700448817952717,0,78,2537,100.0,8778,4,26
44662,0,0,3.700448817952717,0,78,2392,300.0,8778,4,26
44663,0,0,3.700448817952717,0,78,2410,150.0,8778,4,26
44664,0,0,3.700448817952717,0,78,1334,200.0,8778,4,26
44665,1,0,3.700448817952717,0,78,443,250.0,8778,4,26
44666,1,0,3.2,9,78,915,450.0,8778,4,26
44667,0,0,3.1,37,78,2381,300.0,8778,4,26
44668,0,0,3.8,27,78,2381,200.0,8778,4,26
44669,0,0,3.1,12,78,2537,150.0,8778,4,26
44670,0,0,3.2,4,78,2136,400.0,8778,4,26
44671,0,0,3.700448817952717,0,78,2381,150.0,8778,4,26
44672,0,0,3.3,4,78,2381,400.0,8778,4,26
44673,0,0,3.2,4,78,1834,300.0,8778,4,26
44674,0,0,3.7,35,78,2381,100.0,8778,4,26
44675,1,0,3.7,33,78,2537,200.0,8778,4,26
44676,0,0,3.3,4,78,2411,150.0,8778,4,26
44677,0,0,3.4,4,78,2381,400.0,8778,4,26
44678,0,0,3.700448817952717,0,78,2381,250.0,8778,4,26
44679,0,0,3.3,5,78,388,300.0,8778,4,26
44680,0,0,3.3,4,78,2381,100.0,8778,4,26
44681,0,0,3.2,4,78,2474,150.0,8778,4,26
44682,0,0,3.700448817952717,0,78,2381,250.0,8778,4,26
44683,0,0,3.4,10,78,443,150.0,8778,4,26
44684,0,0,3.700448817952717,0,78,2381,250.0,8778,4,26
44685,0,0,3.700448817952717,0,78,1761,150.0,8778,4,26
44686,0,0,3.700448817952717,0,78,1816,300.0,8778,4,26
44687,0,0,3.700448817952717,0,78,2489,200.0,8778,4,26
44688,0,0,3.700448817952717,0,78,2392,300.0,8778,4,26
44689,0,0,3.7,22,78,2381,200.0,8778,4,26
44690,1,0,3.8,268,78,2392,250.0,8778,4,26
44691,1,0,3.5,108,78,2252,750.0,8778,4,26
44692,1,0,3.6,28,78,2152,300.0,175,4,26
44693,1,0,3.5,141,78,2207,400.0,8778,4,26
44694,1,0,2.8,5,78,1215,200.0,8778,4,26
44695,1,0,4.1,344,78,2152,350.0,5972,4,26
44696,1,0,3.4,22,78,2012,300.0,8778,4,26
44697,1,0,3.9,53,78,2152,300.0,8778,4,26
44698,1,0,3.8,209,78,847,450.0,8778,4,26
44699,1,0,3.2,69,53,2381,500.0,8778,4,26
44700,1,1,4.4,1026,27,2080,800.0,8778,4,26
44701,1,1,4.3,397,29,2246,600.0,8778,4,26
44702,1,0,4.1,245,27,487,600.0,8778,4,26
44703,0,0,3.9,175,78,502,350.0,8778,4,26
44704,0,0,3.8,180,78,388,300.0,8778,4,26
44705,1,0,3.6,110,27,95,500.0,8778,4,26
44706,1,0,3.8,74,27,2490,400.0,8778,4,26
44707,1,0,3.7,68,27,1834,500.0,8778,4,26
44708,0,1,3.9,96,76,131,1200.0,8778,4,26
44709,1,1,3.1,405,28,1945,800.0,8778,4,26
44710,0,0,3.7,30,78,1917,300.0,8778,4,26
44711,0,0,4.0,178,27,880,750.0,8778,4,26
44712,1,0,3.2,123,27,2395,750.0,8778,4,26
44713,0,0,3.7,239,29,1067,600.0,8778,4,26
44714,1,0,3.6,99,19,724,500.0,8778,4,26
44715,1,0,3.8,285,27,906,800.0,8778,4,26
44716,0,0,3.3,59,27,1746,555.4315664479959,8778,4,26
44717,1,0,3.7,18,90,1699,400.0,8778,4,26
44718,1,0,2.9,37,19,685,900.0,8778,4,26
44719,0,0,3.6,23,28,1031,1200.0,8778,4,26
44720,1,0,3.6,74,27,1950,450.0,8778,4,26
44721,0,0,3.1,61,27,2152,600.0,8778,4,26
44722,0,0,3.700448817952717,0,27,2474,650.0,8778,4,26
44723,0,0,3.5,49,90,1694,250.0,8778,4,26
44724,1,0,3.8,373,78,535,400.0,8778,4,26
44725,0,0,4.0,407,78,2489,400.0,8778,4,26
44726,0,0,3.9,66,78,2381,300.0,8778,4,26
44727,1,0,3.8,75,78,2381,200.0,6004,4,26
44728,1,0,2.9,136,78,535,500.0,8778,4,26
44729,0,0,3.7,43,78,2381,150.0,8778,4,26
44730,1,0,3.8,65,78,915,200.0,1250,4,26
44731,0,0,3.2,46,78,1945,350.0,8778,4,26
44732,1,0,3.5,40,78,915,500.0,5975,4,26
44733,1,0,3.700448817952717,0,78,1215,150.0,8778,4,26
44734,1,0,3.6,42,78,915,300.0,7709,4,26
44735,0,0,3.5,7,78,2537,100.0,8778,4,26
44736,0,0,3.2,11,78,388,300.0,8778,4,26
44737,1,0,3.700448817952717,0,78,2381,100.0,5508,4,26
44738,0,0,3.9,57,78,1153,600.0,8778,4,26
44739,0,0,3.700448817952717,0,78,388,300.0,8778,4,26
44740,0,0,3.700448817952717,0,78,1225,200.0,8778,4,26
44741,1,0,3.4,77,78,388,400.0,8778,4,26
44742,1,0,3.700448817952717,0,78,2381,200.0,8778,4,26
44743,1,0,3.2,7,78,443,400.0,8778,4,26
44744,0,0,3.700448817952717,0,78,2540,150.0,8778,4,26
44745,0,0,3.700448817952717,0,78,388,250.0,8778,4,26
44746,0,0,3.700448817952717,0,78,388,250.0,8778,4,26
44747,0,0,3.700448817952717,0,78,451,200.0,8778,4,26
44748,0,0,3.700448817952717,0,78,1215,250.0,8778,4,26
44749,0,0,3.700448817952717,0,78,443,300.0,8778,4,26
44750,0,0,3.700448817952717,0,78,2474,200.0,8778,4,26
44751,1,0,3.5,9,78,1326,200.0,8778,4,26
44752,0,0,3.8,51,78,1215,200.0,8778,4,26
44753,0,0,3.0,12,78,2381,200.0,8778,4,26
44754,0,0,3.700448817952717,0,78,429,400.0,8778,4,26
44755,0,0,3.3,4,78,388,200.0,8778,4,26
44756,0,0,3.700448817952717,0,78,388,250.0,8778,4,26
44757,0,0,3.700448817952717,0,78,1225,150.0,8778,4,26
44758,0,0,3.700448817952717,0,78,2381,300.0,8778,4,26
44759,0,0,3.700448817952717,0,78,2410,200.0,8778,4,26
44760,0,0,3.2,4,78,388,300.0,8778,4,26
44761,0,0,3.2,4,78,2410,150.0,8778,4,26
44762,1,0,3.7,162,78,1834,400.0,8778,4,26
44763,0,1,4.1,4781,63,1528,2600.0,8778,4,26
44764,1,1,4.9,1985,27,2080,2000.0,8778,4,26
44765,0,0,4.3,2324,67,1381,1800.0,8778,4,26
44766,0,1,4.3,968,49,1976,2000.0,8778,4,26
44767,0,1,4.5,420,27,1976,1200.0,8778,4,26
44768,0,1,4.8,1367,27,236,1300.0,8778,4,26
44769,0,1,4.2,566,49,1626,2500.0,8778,4,26
44770,1,1,4.5,1157,27,792,1700.0,8778,4,26
44771,1,1,4.8,6470,28,52,1400.0,8778,4,26
44772,1,1,4.0,610,27,1761,1000.0,8778,4,26
44773,1,0,4.5,789,27,2631,1000.0,8778,4,26
44774,1,1,4.3,1103,27,1519,1500.0,8778,4,26
44775,1,0,4.2,1734,73,825,1400.0,8778,4,26
44776,0,0,4.1,218,27,438,800.0,8778,4,26
44777,1,0,4.8,4421,78,2381,150.0,8778,4,26
44778,0,0,4.0,777,60,1471,1400.0,8778,4,26
44779,0,1,4.2,167,10,977,1400.0,8778,4,26
44780,1,1,4.2,471,28,2072,1200.0,8778,4,26
44781,1,0,4.1,317,27,2272,1200.0,8778,4,26
44782,1,0,4.1,274,19,647,600.0,8778,4,26
44783,1,0,4.1,80,19,557,500.0,8778,4,26
44784,0,0,4.2,493,27,2080,1500.0,8778,4,26
44785,0,1,4.3,1145,27,2136,1100.0,8778,4,26
44786,0,0,4.1,742,73,1373,1500.0,8778,4,26
44787,0,1,4.1,405,60,1093,1500.0,8778,4,26
44788,1,0,4.0,1196,78,2474,250.0,5334,4,26
44789,1,1,4.1,664,10,1356,1100.0,8778,4,26
44790,1,0,3.8,324,27,1856,650.0,8778,4,26
44791,0,1,4.0,569,27,2136,1000.0,8778,4,26
44792,1,0,4.2,290,23,1169,700.0,8778,4,26
44793,1,0,4.2,506,19,756,500.0,8778,4,26
44794,1,0,4.2,128,78,2381,100.0,8778,4,26
44795,0,0,3.8,32,19,557,600.0,8778,4,26
44796,0,0,3.6,10,27,465,400.0,8778,4,26
44797,0,0,3.9,117,27,880,500.0,8778,4,26
44798,1,0,4.1,444,27,799,600.0,8778,4,26
44799,0,0,4.2,613,27,920,500.0,8778,4,26
44800,0,0,4.3,356,78,2391,300.0,8778,4,26
44801,0,1,3.7,96,8,1352,1100.0,8778,4,26
44802,1,0,3.9,358,27,2152,850.0,6420,4,26
44803,0,1,4.2,246,49,1489,2500.0,8778,4,26
44804,1,0,4.2,144,78,2448,250.0,5192,4,26
44805,0,0,3.8,128,27,1872,600.0,8778,4,26
44806,0,0,4.1,1189,27,1204,1500.0,8778,4,26
44807,1,0,4.1,327,65,2381,150.0,8778,4,26
44808,1,0,3.8,36,27,2174,700.0,4656,4,26
44809,0,0,4.0,151,27,2187,700.0,8778,4,26
44810,1,1,4.2,167,27,2134,1100.0,6684,4,26
44811,0,0,3.8,76,78,2381,200.0,8778,4,26
44812,1,0,3.9,81,27,2507,600.0,8778,4,26
44813,1,0,3.8,136,27,2180,450.0,4664,4,26
44814,1,0,4.0,344,78,921,350.0,4321,4,26
44815,0,0,4.1,62,27,2152,450.0,8778,4,26
44816,0,0,4.2,600,78,2474,200.0,8778,4,26
44817,0,0,4.1,750,78,2381,150.0,8778,4,26
44818,0,0,3.9,40,78,2349,400.0,8778,4,26
44819,1,0,3.8,86,27,1557,600.0,8778,4,26
44820,1,0,4.0,152,27,1761,600.0,8778,4,26
44821,1,0,4.3,85,78,2381,200.0,5621,4,26
44822,1,0,3.9,66,78,2436,150.0,178,4,26
44823,0,0,4.0,212,78,1761,250.0,8778,4,26
44824,1,0,3.5,250,78,1888,300.0,8778,4,26
44825,0,0,2.9,86,27,880,450.0,8778,4,26
44826,0,0,3.9,61,78,1338,200.0,8778,4,26
44827,1,0,4.0,173,78,2513,300.0,8778,4,26
44828,0,0,4.2,124,53,1682,400.0,8778,4,26
44829,1,0,3.8,21,27,1304,400.0,8778,4,26
44830,0,0,4.2,62,78,2463,350.0,8778,4,26
44831,1,0,3.8,220,78,1661,400.0,8778,4,26
44832,0,0,3.5,17,17,373,300.0,8778,4,26
44833,0,1,3.7,77,10,977,2000.0,8778,4,26
44834,1,0,3.9,35,78,2381,300.0,8778,4,26
44835,1,0,3.9,462,78,847,200.0,8778,4,26
44836,1,0,3.6,7,27,2474,500.0,8778,4,26
44837,1,0,3.6,41,78,2221,400.0,8778,4,26
44838,1,0,3.2,9,78,2236,300.0,8778,4,26
44839,0,1,3.8,59,27,2152,700.0,8778,4,26
44840,1,0,3.4,5,78,868,150.0,8778,4,26
44841,1,0,3.9,441,78,1866,250.0,8778,4,26
44842,1,0,3.8,93,78,2381,350.0,5193,4,26
44843,1,0,3.9,284,53,2618,400.0,8778,4,26
44844,0,0,3.1,116,53,2211,600.0,8778,4,26
44845,1,0,3.5,19,27,2360,500.0,8778,4,26
44846,0,1,3.7,113,27,1872,1000.0,8778,4,26
44847,1,0,3.2,9,15,779,500.0,8778,4,26
44848,0,0,4.2,62,78,2537,200.0,8778,4,26
44849,1,0,4.1,56,78,2381,100.0,8778,4,26
44850,1,0,3.9,72,19,671,500.0,8778,4,26
44851,1,0,3.9,252,19,712,400.0,8778,4,26
44852,1,0,3.0,81,78,1761,750.0,8778,4,26
44853,0,0,4.0,52,78,1319,250.0,8778,4,26
44854,0,0,3.8,34,27,915,600.0,8778,4,26
44855,0,0,3.6,101,27,2474,500.0,8778,4,26
44856,1,0,2.9,57,78,2256,600.0,8778,4,26
44857,1,0,3.4,10,40,1179,300.0,8778,4,26
44858,0,0,3.7,49,78,388,300.0,8778,4,26
44859,1,0,3.9,115,78,2556,200.0,8778,4,26
44860,1,0,3.6,70,27,2094,800.0,8778,4,26
44861,0,0,3.5,7,78,2381,200.0,8778,4,26
44862,0,0,2.9,57,78,1761,300.0,8778,4,26
44863,1,0,3.7,89,53,1896,500.0,8778,4,26
44864,1,0,3.9,87,78,1321,200.0,8778,4,26
44865,1,0,3.8,59,78,56,300.0,8778,4,26
44866,1,0,3.7,98,27,2093,550.0,8778,4,26
44867,0,0,3.700448817952717,0,78,429,200.0,8778,4,26
44868,0,0,3.4,9,78,2381,300.0,8778,4,26
44869,0,0,3.3,6,78,2474,250.0,8778,4,26
44870,1,0,3.6,15,78,1222,300.0,8778,4,26
44871,0,0,3.700448817952717,0,78,443,150.0,8778,4,26
44872,1,0,4.2,470,53,2381,300.0,8778,4,26
44873,0,0,3.7,24,27,2152,500.0,8778,4,26
44874,0,0,3.9,47,78,1623,300.0,8778,4,26
44875,0,0,3.7,28,27,1780,1000.0,8778,4,26
44876,1,0,4.0,58,53,2222,300.0,8778,4,26
44877,1,0,3.4,37,78,1868,500.0,8778,4,26
44878,0,0,2.9,11,78,1951,400.0,8778,4,26
44879,0,0,3.7,55,27,1976,1400.0,8778,4,26
44880,0,0,3.6,14,78,2410,400.0,8778,4,26
44881,0,0,3.700448817952717,0,78,2381,100.0,8778,4,26
44882,1,0,3.7,30,78,2381,300.0,5188,4,26
44883,0,0,3.9,46,78,2381,100.0,8778,4,26
44884,0,0,3.7,21,78,388,300.0,8778,4,26
44885,1,0,3.2,37,78,1431,200.0,8778,4,26
44886,0,0,3.2,15,27,2136,800.0,8778,4,26
44887,0,0,3.0,21,27,892,700.0,8778,4,26
44888,0,0,2.9,35,28,2091,800.0,8778,4,26
44889,0,0,3.5,7,19,557,1000.0,8778,4,26
44890,0,0,3.4,10,73,1346,900.0,8778,4,26
44891,0,0,3.2,5,78,2474,250.0,8778,4,26
44892,0,0,3.700448817952717,0,19,557,600.0,8778,4,26
44893,0,0,3.700448817952717,0,78,388,300.0,8778,4,26
44894,0,0,3.3,4,27,1093,1500.0,8778,4,26
44895,0,0,3.700448817952717,0,78,2381,100.0,8778,4,26
44896,1,0,4.1,166,40,1181,400.0,8778,4,26
44897,0,0,3.7,20,78,2421,500.0,8778,4,26
44898,1,0,3.8,13,78,1644,400.0,8778,4,26
44899,0,0,3.7,33,27,1900,650.0,8778,4,26
44900,0,0,3.700448817952717,0,19,557,300.0,8778,4,26
44901,0,0,3.700448817952717,0,65,54,200.0,8778,4,26
44902,0,0,3.6,14,78,2474,300.0,8778,4,26
44903,0,0,3.3,6,27,1973,700.0,8778,4,26
44904,0,0,3.3,13,65,2381,200.0,8778,4,26
44905,1,0,3.7,100,78,1834,400.0,8778,4,26
44906,1,0,3.2,9,53,1761,500.0,8778,4,26
44907,1,0,2.9,23,53,792,300.0,8778,4,26
44908,0,0,3.3,47,78,1225,300.0,8778,4,26
44909,1,0,3.700448817952717,0,78,1226,300.0,8778,4,26
44910,0,0,3.3,8,60,1872,1000.0,8778,4,26
44911,0,0,3.3,6,27,2152,600.0,8778,4,26
44912,0,0,3.2,11,27,1836,450.0,8778,4,26
44913,0,0,3.6,27,8,1369,1000.0,8778,4,26
44914,1,0,2.4,71,83,1420,500.0,8778,4,26
44915,0,0,3.4,5,57,2252,400.0,8778,4,26
44916,0,0,3.5,11,78,1215,250.0,8778,4,26
44917,0,0,3.700448817952717,0,78,2152,350.0,8778,4,26
44918,0,0,3.700448817952717,0,78,2410,300.0,8778,4,26
44919,0,0,3.700448817952717,0,78,2392,350.0,8778,4,26
44920,0,0,3.700448817952717,0,80,1225,400.0,8778,4,26
44921,0,0,2.9,16,78,2152,300.0,8778,4,26
44922,1,0,3.2,4,78,948,250.0,8778,4,26
44923,1,0,3.2,4,78,1314,600.0,8778,4,26
44924,1,0,3.9,185,78,2096,450.0,8778,4,26
44925,0,0,3.1,49,53,2466,800.0,8778,4,26
44926,0,0,3.6,101,78,2474,200.0,8778,4,26
44927,0,0,2.8,26,78,1236,350.0,8778,4,26
44928,0,0,3.5,13,78,2474,300.0,8778,4,26
44929,1,0,2.7,72,53,2064,550.0,8778,4,26
44930,0,0,3.4,11,78,2136,300.0,8778,4,26
44931,0,0,3.1,12,78,2179,300.0,8778,4,26
44932,0,0,3.700448817952717,0,78,1215,200.0,8778,4,26
44933,0,0,3.700448817952717,0,78,1857,450.0,8778,4,26
44934,0,0,3.700448817952717,0,78,2381,200.0,8778,4,26
44935,0,0,3.700448817952717,0,78,2392,250.0,8778,4,26
44936,0,0,3.700448817952717,0,78,2381,250.0,8778,4,26
44937,0,0,3.700448817952717,0,78,2381,250.0,8778,4,26
44938,0,0,3.700448817952717,0,78,2381,100.0,8778,4,26
44939,0,0,3.700448817952717,0,78,1761,200.0,8778,4,26
44940,1,0,3.3,5,78,443,300.0,8778,4,26
44941,1,0,3.700448817952717,0,78,2136,250.0,8778,4,26
44942,0,0,3.4,7,78,1256,555.4315664479959,8778,4,26
44943,1,0,3.4,7,78,2381,300.0,8778,4,26
44944,0,0,3.1,6,78,388,250.0,8778,4,26
44945,0,0,3.5,7,78,2431,200.0,8778,4,26
44946,0,0,3.6,20,78,2381,150.0,8778,4,26
44947,0,0,3.700448817952717,0,78,2474,300.0,8778,4,26
44948,0,0,3.4,7,78,2381,80.0,8778,4,26
44949,0,0,3.0,6,78,2469,150.0,8778,4,26
44950,0,0,2.8,28,78,419,300.0,8778,4,26
44951,0,0,3.5,14,78,2537,150.0,8778,4,26
44952,0,0,3.700448817952717,0,78,2381,200.0,8778,4,26
44953,0,0,2.6,30,78,1395,500.0,8778,4,26
44954,0,0,3.700448817952717,0,78,2469,150.0,8778,4,26
44955,0,0,3.700448817952717,0,78,1857,350.0,8778,4,26
44956,0,0,3.2,5,78,1834,300.0,8778,4,26
44957,0,0,3.3,9,78,388,200.0,8778,4,26
44958,0,0,3.700448817952717,0,78,2252,250.0,8778,4,26
